NP_ChEMBL_ID,Target_ChEMBL_ID,Relationship,Assay_type,Activ_type,Activ_Value,Units,Activity_ID,Assay_ChEMBL_ID,Assay,Target,Organism,Reference_ID
CHEMBL103,CHEMBL3368,A,single protein format,RBA,42,,448657,CHEMBL686335,Relative binding affinity to glucocorticoid receptor on cytosol from thymus at 4 hr,Glucocorticoid receptor,Rattus norvegicus,CHEMBL1124129
CHEMBL103,CHEMBL3368,A,single protein format,RBA,17,,448658,CHEMBL878587,Relative binding affinity to glucocorticoid receptor on cytosol from thymus at 24 hr,Glucocorticoid receptor,Rattus norvegicus,CHEMBL1124129
CHEMBL103,CHEMBL3368,A,assay format,RBA,12,,448655,CHEMBL686332,Relative binding affinity to glucocorticoid receptor on cytosol from hepatoma tissue cells at 4 hr,Glucocorticoid receptor,Rattus norvegicus,CHEMBL1124129
CHEMBL103,CHEMBL3368,A,assay format,RBA,2,,448656,CHEMBL686331,Relative binding affinity to glucocorticoid receptor on cytosol from hepatoma tissue cells at 24 hr,Glucocorticoid receptor,Rattus norvegicus,CHEMBL1124129
CHEMBL103,CHEMBL208,A,single protein format,RBA,100,,448661,CHEMBL763130,Relative binding affinity for progestin receptor of uterus of rabbit at 24 hr,Progesterone receptor,Homo sapiens,CHEMBL1124129
CHEMBL103,CHEMBL2596,A,single protein format,RBA,13,,125695,CHEMBL763364,Relative binding affinity for progesterone receptor in a competitive radiometric binding assay relative to the affinity of R5020 as tracer,Progesterone receptor,Rattus norvegicus,CHEMBL1127017
CHEMBL103,CHEMBL2596,A,single protein format,RBA,13,,875547,CHEMBL763362,Relative binding affinity for progesterone receptor compared to R5020,Progesterone receptor,Rattus norvegicus,CHEMBL1126647
CHEMBL103,CHEMBL3456,A,single protein format,RBA,100,,339079,CHEMBL764186,Relative binding affinity for progesterone receptor,Progesterone receptor,Oryctolagus cuniculus,CHEMBL1122289
CHEMBL103,CHEMBL3507,A,single protein format,RBA,22,,448663,CHEMBL728550,Relative binding affinity for mineralocorticoid receptor of rat kidney at 24 hr,Mineralocorticoid receptor,Rattus norvegicus,CHEMBL1124129
CHEMBL103,CHEMBL3507,A,single protein format,RBA,8,,339081,CHEMBL728549,Relative binding affinity for mineralocorticoid receptor,Mineralocorticoid receptor,Rattus norvegicus,CHEMBL1122289
CHEMBL103,CHEMBL3072,A,single protein format,RBA,5.5,,448662,CHEMBL652299,Relative binding affinity for androgen receptor of prostate of rat at 2 hr,Androgen Receptor,Rattus norvegicus,CHEMBL1124129
CHEMBL103,CHEMBL3072,A,single protein format,RBA,5.5,,339080,CHEMBL648259,Relative binding affinity for androgen receptor,Androgen Receptor,Rattus norvegicus,CHEMBL1122289
CHEMBL103,CHEMBL2596,A,single protein format,RBA,100,%,32078,CHEMBL764193,Relative binding affinity against progesterone receptor in Male Sprague-Dawley rats,Progesterone receptor,Rattus norvegicus,CHEMBL1123888
CHEMBL103,CHEMBL208,A,single protein format,RBA,13,,1268357,CHEMBL764198,Relative binding affinity against progesterone receptor at 0 degree Celsius determined in a competitive radiometric binding assay (R5020=100%).,Progesterone receptor,Homo sapiens,CHEMBL1128440
CHEMBL44,CHEMBL242,A,single protein format,RBA,13,%,768009,CHEMBL678669,Relative binding affinity (RBA) at human estrogen receptor beta (radiometric binding assay with [3H]estradiol using full-length human ER Beta),Estrogen receptor beta,Homo sapiens,CHEMBL1134292
CHEMBL477,CHEMBL2111446,A,protein complex format,Ratio,6.9,,191745,CHEMBL850768,Ratio of PKA inhibition at 100 uM ATP and 2 mM ATP,cAMP-dependent protein kinase A,Bos taurus,CHEMBL1129780
CHEMBL477,CHEMBL2966,A,single protein format,Ratio,6.9,,35928,CHEMBL644396,Ratio of kinetic constant (Vmax/Km) for the deamination of compound by adenosine deaminase,Adenosine deaminase,Bos taurus,CHEMBL1132757
CHEMBL59,CHEMBL234,A,single protein format,Ratio,31.3,,16409654,CHEMBL3745230,Ratio of Ki for human D3 receptor to EC50 for human D3 receptor,Dopamine D3 receptor,Homo sapiens,CHEMBL3739358
CHEMBL59,CHEMBL217,A,single protein format,Ratio,8.5,,16409653,CHEMBL3745231,Ratio of Ki for human D2 receptor to EC50 for human D2 receptor,Dopamine D2 receptor,Homo sapiens,CHEMBL3739358
CHEMBL155625,CHEMBL4886,A,single protein format,Ratio,38.9,,229764,CHEMBL846524,Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV,Aryl sulfotransferase,Rattus norvegicus,CHEMBL1135676
CHEMBL44,CHEMBL5224,A,single protein format,Ratio,1.5,,2232321,CHEMBL973665,"Ratio of Kcat to Km of Streptomyces coelicolor A3(2) prenyltransferase assessed as formation of 7-(3,7-dimethylocta-2,6-dienyloxy)-5-hydroxy-3-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one",Prenyltransferase homolog,Streptomyces coelicolor A3,CHEMBL1157347
CHEMBL8145,CHEMBL5224,A,single protein format,Ratio,0.59,,2232322,CHEMBL973666,"Ratio of Kcat to Km of Streptomyces coelicolor A3(2) prenyltransferase assessed as formation of 7-(3,7-dimethylocta-2,6-dienyloxy)-3-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one",Prenyltransferase homolog,Streptomyces coelicolor A3,CHEMBL1157347
CHEMBL28,CHEMBL5224,A,single protein format,Ratio,0.57,,2232319,CHEMBL973663,"Ratio of Kcat to Km of Streptomyces coelicolor A3(2) prenyltransferase assessed as formation of 7-(3,7-Dimethyl-octa-2,6-dienyloxy)-5-hydroxy-2-(4-hydroxy-phenyl)-chromen-4-one",Prenyltransferase homolog,Streptomyces coelicolor A3,CHEMBL1157347
CHEMBL28,CHEMBL5224,A,single protein format,Ratio,1.1,,2232320,CHEMBL973664,"Ratio of Kcat to Km of Streptomyces coelicolor A3(2) prenyltransferase assessed as formation of 6-(3,7-Dimethyl-octa-2,6-dienyl)-5,7-dihydroxy-2-(4-hydroxy-phenyl)-chromen-4-one",Prenyltransferase homolog,Streptomyces coelicolor A3,CHEMBL1157347
CHEMBL165,CHEMBL5224,A,single protein format,Ratio,0.12,,2232325,CHEMBL973669,"Ratio of Kcat to Km of Streptomyces coelicolor A3(2) prenyltransferase assessed as formation of 5-(4-hydroxystyryl)-2-((E)-3,7-dimethylocta-2,6-dienyl)benzene-1,3-diol",Prenyltransferase homolog,Streptomyces coelicolor A3,CHEMBL1157347
CHEMBL59,CHEMBL217,A,cell-based format,Ratio,8.56,,14755305,CHEMBL3300171,Ratio of intrinsic efficacy to KA for human D2L receptor expressed in FlpIn CHO cells assessed as inhibition of forskolin-stimulated cAMP production treated for 30 mins by AlphaScreen assay,Dopamine D2 receptor,Homo sapiens,CHEMBL3297649
CHEMBL44,CHEMBL2093866,A,protein format,Selectivity,41,,1459716,CHEMBL830748,Ratio of IC50 for binding to Estrogen receptor alpha and beta,Estrogen receptor,Homo sapiens,CHEMBL1137038
CHEMBL205945,CHEMBL6135,A,single protein format,Ratio IC50,3.6,,15690461,CHEMBL3610691,Ratio of hispidin IC50 to compound IC50 for recombinant Influenza A virus H1N1 neuraminidase,Neuraminidase,Influenza A virus,CHEMBL3608258
CHEMBL508791,CHEMBL5118,A,assay format,Ratio IC50,30,,13340927,CHEMBL2395053,Ratio of hesperetin IC50 to compound IC50 for recombinant SARS coronavirus 3C-like protease trans-cleavage activity,Replicase polyprotein 1ab,SARS coronavirus,CHEMBL2390950
CHEMBL165,CHEMBL4506,A,single protein format,Ratio EC50,2,,12683311,CHEMBL2345573,Ratio of EC50 for SIRT1 R446A mutant (unknown origin) to EC50 for wild type SIRT1 (unknown origin),NAD-dependent deacetylase sirtuin 1,Homo sapiens,CHEMBL2331243
CHEMBL59,CHEMBL217,A,cell-based format,Ratio EC50,2,,18073523,CHEMBL4015823,Ratio of EC50 for human D2SR expressed in HEK293T cells co-expressing (EA)beta-arrestin2 to EC50 for human D2SR expressed in HEK293T cells co-expressing (EA)beta-arrestin2 and GRK2,Dopamine D2 receptor,Homo sapiens,CHEMBL4014323
CHEMBL508791,CHEMBL5118,A,assay format,Ratio IC50,50,,13340924,CHEMBL2395052,Ratio of daidzein IC50 to compound IC50 for recombinant SARS coronavirus 3C-like protease trans-cleavage activity,Replicase polyprotein 1ab,SARS coronavirus,CHEMBL2390950
CHEMBL232202,CHEMBL3318,A,single protein format,Ratio IC50,7,,3435443,CHEMBL1248958,Ratio of compound IC50 to Fortuneanoside E IC50 for mushroom tyrosinase,Tyrosinase,Agaricus bisporus,CHEMBL1240521
CHEMBL232202,CHEMBL3318,A,single protein format,Ratio IC50,7,,3435443,CHEMBL1248958,Ratio of compound IC50 to Fortuneanoside E IC50 for mushroom tyrosinase,Tyrosinase,Agaricus bisporus,CHEMBL1240521
CHEMBL44,CHEMBL1871,A,cell-based format,Ratio IC50,1400,,2714979,CHEMBL1052487,Ratio of compound IC50 to flutamide IC50 for androgen receptor in human MDA-kb2 cells assessed as inhibition of DHT-induced luciferase activity by luciferase reporter gene assay,Androgen Receptor,Homo sapiens,CHEMBL1153076
CHEMBL131921,CHEMBL1871,A,cell-based format,Ratio IC50,1400,,2714978,CHEMBL1052487,Ratio of compound IC50 to flutamide IC50 for androgen receptor in human MDA-kb2 cells assessed as inhibition of DHT-induced luciferase activity by luciferase reporter gene assay,Androgen Receptor,Homo sapiens,CHEMBL1153076
CHEMBL275638,CHEMBL1871,A,cell-based format,Ratio IC50,6.5,,2715079,CHEMBL1052487,Ratio of compound IC50 to flutamide IC50 for androgen receptor in human MDA-kb2 cells assessed as inhibition of DHT-induced luciferase activity by luciferase reporter gene assay,Androgen Receptor,Homo sapiens,CHEMBL1153076
CHEMBL232202,CHEMBL3318,A,single protein format,Ratio IC50,8.5,,3435438,CHEMBL1248959,"Ratio of compound IC50 to 3-(benzyloxy)-3',4',5'-trimethoxybiphenyl-4-ol IC50 for mushroom tyrosinase",Tyrosinase,Agaricus bisporus,CHEMBL1240521
CHEMBL232202,CHEMBL3318,A,single protein format,Ratio IC50,8.5,,3435438,CHEMBL1248959,"Ratio of compound IC50 to 3-(benzyloxy)-3',4',5'-trimethoxybiphenyl-4-ol IC50 for mushroom tyrosinase",Tyrosinase,Agaricus bisporus,CHEMBL1240521
CHEMBL44,CHEMBL2034,A,cell-based format,Ratio,10000,,2714985,CHEMBL1052492,Ratio of compound EC150 to DHT EC150 glucocorticoid receptor in human MDA-kb2 cells,Glucocorticoid receptor,Homo sapiens,CHEMBL1153076
CHEMBL44,CHEMBL1871,A,cell-based format,Ratio,10000,,2714984,CHEMBL1052491,Ratio of compound EC150 to DHT EC150 for androgen receptor in human MDA-kb2 cells,Androgen Receptor,Homo sapiens,CHEMBL1153076
CHEMBL44,CHEMBL2034,A,cell-based format,Ratio,23,,2715436,CHEMBL1052494,Ratio of compound EC150 to Dex EC150 for glucocorticoid receptor in human MDA-kb2 cells,Glucocorticoid receptor,Homo sapiens,CHEMBL1153076
CHEMBL44,CHEMBL1871,A,cell-based format,Ratio,23,,2714983,CHEMBL1052493,Ratio of compound EC150 to Dex EC150 for androgen receptor in human MDA-kb2 cells,Androgen Receptor,Homo sapiens,CHEMBL1153076
CHEMBL117,CHEMBL6093,A,single protein format,Ratio IC50,1.03,,5130824,CHEMBL1647728,Ratio of chlorpromazine IC50 to compound IC50 for human recombinant calmodulin,Calmodulin,Homo sapiens,CHEMBL1641572
CHEMBL276915,CHEMBL6093,A,single protein format,Ratio IC50,0.54,,5130823,CHEMBL1647728,Ratio of chlorpromazine IC50 to compound IC50 for human recombinant calmodulin,Calmodulin,Homo sapiens,CHEMBL1641572
CHEMBL294009,CHEMBL6093,A,single protein format,Ratio IC50,0.36,,5130821,CHEMBL1647728,Ratio of chlorpromazine IC50 to compound IC50 for human recombinant calmodulin,Calmodulin,Homo sapiens,CHEMBL1641572
CHEMBL275638,CHEMBL6093,A,single protein format,Ratio IC50,0.34,,5130820,CHEMBL1647728,Ratio of chlorpromazine IC50 to compound IC50 for human recombinant calmodulin,Calmodulin,Homo sapiens,CHEMBL1641572
CHEMBL59,CHEMBL217,A,single protein format,Ratio,400,,334383,CHEMBL876416,Ratio of binding to dopamine D2A low/D2A high receptors,Dopamine D2 receptor,Homo sapiens,CHEMBL1131815
CHEMBL44,CHEMBL2093866,A,protein format,Ratio,16,,1113775,CHEMBL847349,Ratio of binding affinities at estrogen receptor subtypes alpha and beta.,Estrogen receptor,Homo sapiens,CHEMBL1148236
CHEMBL508791,CHEMBL5118,A,assay format,Ratio IC50,60,,13340922,CHEMBL2395051,Ratio of aloeemodin IC50 to compound IC50 for recombinant SARS coronavirus 3C-like protease trans-cleavage activity,Replicase polyprotein 1ab,SARS coronavirus,CHEMBL2390950
CHEMBL44,CHEMBL2093866,A,protein format,Ratio,32,,768016,CHEMBL850380,Ratio between Relative estrogenic potency of hER beta and ERalpha,Estrogen receptor,Homo sapiens,CHEMBL1134292
CHEMBL44,CHEMBL2093866,A,protein format,Ratio,19,,768010,CHEMBL850379,Ratio between Relative binding affinity for human ER beta and ER alpha,Estrogen receptor,Homo sapiens,CHEMBL1134292
CHEMBL44,CHEMBL2093866,A,protein format,Ratio,3,,768013,CHEMBL850899,Ratio between EC50 for human ER beta and ER alpha,Estrogen receptor,Homo sapiens,CHEMBL1134292
CHEMBL103,CHEMBL1741209,A,assay format,Potency,25918.5,nM,5976249,CHEMBL1738675,"PUBCHEM_BIOASSAY: Validation screen for small molecules that inhibit ELG1-dependent DNA repair in human embryonic kidney (HEK293T) cells expressing luciferase-tagged ELG1. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493125, AID504467]",ATPase family AAA domain-containing protein 5,Homo sapiens,CHEMBL1201862
CHEMBL15192,CHEMBL1741209,A,assay format,Potency,16353.5,nM,5975465,CHEMBL1738675,"PUBCHEM_BIOASSAY: Validation screen for small molecules that inhibit ELG1-dependent DNA repair in human embryonic kidney (HEK293T) cells expressing luciferase-tagged ELG1. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493125, AID504467]",ATPase family AAA domain-containing protein 5,Homo sapiens,CHEMBL1201862
CHEMBL44,CHEMBL1741209,A,assay format,Potency,12990,nM,5975464,CHEMBL1738675,"PUBCHEM_BIOASSAY: Validation screen for small molecules that inhibit ELG1-dependent DNA repair in human embryonic kidney (HEK293T) cells expressing luciferase-tagged ELG1. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493125, AID504467]",ATPase family AAA domain-containing protein 5,Homo sapiens,CHEMBL1201862
CHEMBL8145,CHEMBL1741209,A,assay format,Potency,9196.2,nM,5976204,CHEMBL1738675,"PUBCHEM_BIOASSAY: Validation screen for small molecules that inhibit ELG1-dependent DNA repair in human embryonic kidney (HEK293T) cells expressing luciferase-tagged ELG1. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493125, AID504467]",ATPase family AAA domain-containing protein 5,Homo sapiens,CHEMBL1201862
CHEMBL12014,CHEMBL1741209,A,assay format,Potency,9196.2,nM,5976194,CHEMBL1738675,"PUBCHEM_BIOASSAY: Validation screen for small molecules that inhibit ELG1-dependent DNA repair in human embryonic kidney (HEK293T) cells expressing luciferase-tagged ELG1. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493125, AID504467]",ATPase family AAA domain-containing protein 5,Homo sapiens,CHEMBL1201862
CHEMBL165,CHEMBL1741209,A,assay format,Potency,6510.4,nM,5976201,CHEMBL1738675,"PUBCHEM_BIOASSAY: Validation screen for small molecules that inhibit ELG1-dependent DNA repair in human embryonic kidney (HEK293T) cells expressing luciferase-tagged ELG1. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493125, AID504467]",ATPase family AAA domain-containing protein 5,Homo sapiens,CHEMBL1201862
CHEMBL45068,CHEMBL1741209,A,assay format,Potency,2908.1,nM,5976272,CHEMBL1738675,"PUBCHEM_BIOASSAY: Validation screen for small molecules that inhibit ELG1-dependent DNA repair in human embryonic kidney (HEK293T) cells expressing luciferase-tagged ELG1. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493125, AID504467]",ATPase family AAA domain-containing protein 5,Homo sapiens,CHEMBL1201862
CHEMBL45068,CHEMBL1741209,A,assay format,Potency,2908.1,nM,5976272,CHEMBL1738675,"PUBCHEM_BIOASSAY: Validation screen for small molecules that inhibit ELG1-dependent DNA repair in human embryonic kidney (HEK293T) cells expressing luciferase-tagged ELG1. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493125, AID504467]",ATPase family AAA domain-containing protein 5,Homo sapiens,CHEMBL1201862
CHEMBL129795,CHEMBL1741209,A,assay format,Potency,2310,nM,5976184,CHEMBL1738675,"PUBCHEM_BIOASSAY: Validation screen for small molecules that inhibit ELG1-dependent DNA repair in human embryonic kidney (HEK293T) cells expressing luciferase-tagged ELG1. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493125, AID504467]",ATPase family AAA domain-containing protein 5,Homo sapiens,CHEMBL1201862
CHEMBL28,CHEMBL1741209,A,assay format,Potency,2058.8,nM,5975425,CHEMBL1738675,"PUBCHEM_BIOASSAY: Validation screen for small molecules that inhibit ELG1-dependent DNA repair in human embryonic kidney (HEK293T) cells expressing luciferase-tagged ELG1. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493125, AID504467]",ATPase family AAA domain-containing protein 5,Homo sapiens,CHEMBL1201862
CHEMBL69863,CHEMBL1741209,A,assay format,Potency,1157.7,nM,5976274,CHEMBL1738675,"PUBCHEM_BIOASSAY: Validation screen for small molecules that inhibit ELG1-dependent DNA repair in human embryonic kidney (HEK293T) cells expressing luciferase-tagged ELG1. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493125, AID504467]",ATPase family AAA domain-containing protein 5,Homo sapiens,CHEMBL1201862
CHEMBL417799,CHEMBL1741209,A,assay format,Potency,580.2,nM,5976150,CHEMBL1738675,"PUBCHEM_BIOASSAY: Validation screen for small molecules that inhibit ELG1-dependent DNA repair in human embryonic kidney (HEK293T) cells expressing luciferase-tagged ELG1. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493125, AID504467]",ATPase family AAA domain-containing protein 5,Homo sapiens,CHEMBL1201862
CHEMBL429023,CHEMBL1741209,A,assay format,Potency,231,nM,5975443,CHEMBL1738675,"PUBCHEM_BIOASSAY: Validation screen for small molecules that inhibit ELG1-dependent DNA repair in human embryonic kidney (HEK293T) cells expressing luciferase-tagged ELG1. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493125, AID504467]",ATPase family AAA domain-containing protein 5,Homo sapiens,CHEMBL1201862
CHEMBL8145,CHEMBL1741209,A,assay format,Potency,20587.8,nM,5338337,CHEMBL1737868,"PUBCHEM_BIOASSAY: Validation screen for small molecules that induce genotoxicity in human embryonic kidney (HEK293T) cells expressing luciferase-tagged ELG1. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493143, AID504466]",ATPase family AAA domain-containing protein 5,Homo sapiens,CHEMBL1201862
CHEMBL103,CHEMBL1741209,A,assay format,Potency,10318.3,nM,5338318,CHEMBL1737868,"PUBCHEM_BIOASSAY: Validation screen for small molecules that induce genotoxicity in human embryonic kidney (HEK293T) cells expressing luciferase-tagged ELG1. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493143, AID504466]",ATPase family AAA domain-containing protein 5,Homo sapiens,CHEMBL1201862
CHEMBL44,CHEMBL1741209,A,assay format,Potency,9196.2,nM,5337470,CHEMBL1737868,"PUBCHEM_BIOASSAY: Validation screen for small molecules that induce genotoxicity in human embryonic kidney (HEK293T) cells expressing luciferase-tagged ELG1. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493143, AID504466]",ATPase family AAA domain-containing protein 5,Homo sapiens,CHEMBL1201862
